passengerCount,WIFIAPTag,slice10min
2.4,EC-2E<EC-2E-10>,2016-09-25-15-2
2.4,EC-2E<EC-2E-10>,2016-09-25-15-3
2.6,EC-2E<EC-2E-10>,2016-09-25-15-4
3.4,EC-2E<EC-2E-10>,2016-09-25-15-5
3.4,EC-2E<EC-2E-10>,2016-09-25-16-0
3.1,EC-2E<EC-2E-10>,2016-09-25-16-1
3.0,EC-2E<EC-2E-10>,2016-09-25-16-2
2.5,EC-2E<EC-2E-10>,2016-09-25-16-3
2.0,EC-2E<EC-2E-10>,2016-09-25-16-4
2.0,EC-2E<EC-2E-10>,2016-09-25-16-5
2.1,EC-2E<EC-2E-10>,2016-09-25-17-0
1.5,EC-2E<EC-2E-10>,2016-09-25-17-1
1.5,EC-2E<EC-2E-10>,2016-09-25-17-2
1.6,EC-2E<EC-2E-10>,2016-09-25-17-3
1.3,EC-2E<EC-2E-10>,2016-09-25-17-4
1.3,EC-2E<EC-2E-10>,2016-09-25-17-5
1.2,EC-2E<EC-2E-10>,2016-09-25-18-0
1.3,EC-2E<EC-2E-10>,2016-09-25-18-1
1.7,EC-2E<EC-2E-10>,2016-09-25-18-2
1.6,EC-2E<EC-2E-10>,2016-09-25-18-3
1.6,EC-2E<EC-2E-10>,2016-09-25-18-4
1.8,EC-2E<EC-2E-10>,2016-09-25-18-5
1.3,EC-2E<EC-2E-11>,2016-09-25-15-0
1.3,EC-2E<EC-2E-11>,2016-09-25-15-1
1.5,EC-2E<EC-2E-11>,2016-09-25-15-2
1.8,EC-2E<EC-2E-11>,2016-09-25-15-3
1.6,EC-2E<EC-2E-11>,2016-09-25-15-4
1.6,EC-2E<EC-2E-11>,2016-09-25-15-5
1.8,EC-2E<EC-2E-11>,2016-09-25-16-0
1.5,EC-2E<EC-2E-11>,2016-09-25-16-1
1.0,EC-2E<EC-2E-11>,2016-09-25-16-2
1.0,EC-2E<EC-2E-11>,2016-09-25-16-3
1.0,EC-2E<EC-2E-11>,2016-09-25-16-4
1.1,EC-2E<EC-2E-11>,2016-09-25-16-5
0.8,EC-2E<EC-2E-11>,2016-09-25-17-0
0.4,EC-2E<EC-2E-11>,2016-09-25-17-1
0.5,EC-2E<EC-2E-11>,2016-09-25-17-2
0.5,EC-2E<EC-2E-11>,2016-09-25-17-3
0.5,EC-2E<EC-2E-11>,2016-09-25-17-4
0.6,EC-2E<EC-2E-11>,2016-09-25-17-5
0.5,EC-2E<EC-2E-11>,2016-09-25-18-0
0.7,EC-2E<EC-2E-11>,2016-09-25-18-1
0.9,EC-2E<EC-2E-11>,2016-09-25-18-2
1.2,EC-2E<EC-2E-11>,2016-09-25-18-3
1.1,EC-2E<EC-2E-11>,2016-09-25-18-4
1.0,EC-2E<EC-2E-11>,2016-09-25-18-5
2.1,EC-2E<EC-2E-7>,2016-09-25-15-0
2.1,EC-2E<EC-2E-7>,2016-09-25-15-1
2.3,EC-2E<EC-2E-7>,2016-09-25-15-2
3.0,EC-2E<EC-2E-7>,2016-09-25-15-3
3.5,EC-2E<EC-2E-7>,2016-09-25-15-4
3.0,EC-2E<EC-2E-7>,2016-09-25-15-5
2.1,EC-2E<EC-2E-7>,2016-09-25-16-0
2.3,EC-2E<EC-2E-7>,2016-09-25-16-1
1.9,EC-2E<EC-2E-7>,2016-09-25-16-2
1.8,EC-2E<EC-2E-7>,2016-09-25-16-3
1.6,EC-2E<EC-2E-7>,2016-09-25-16-4
1.3,EC-2E<EC-2E-7>,2016-09-25-16-5
1.3,EC-2E<EC-2E-7>,2016-09-25-17-0
1.1,EC-2E<EC-2E-7>,2016-09-25-17-1
1.4,EC-2E<EC-2E-7>,2016-09-25-17-2
1.4,EC-2E<EC-2E-7>,2016-09-25-17-3
1.2,EC-2E<EC-2E-7>,2016-09-25-17-4
1.2,EC-2E<EC-2E-7>,2016-09-25-17-5
1.1,EC-2E<EC-2E-7>,2016-09-25-18-0
1.1,EC-2E<EC-2E-7>,2016-09-25-18-1
1.1,EC-2E<EC-2E-7>,2016-09-25-18-2
1.3,EC-2E<EC-2E-7>,2016-09-25-18-3
1.4,EC-2E<EC-2E-7>,2016-09-25-18-4
1.5,EC-2E<EC-2E-7>,2016-09-25-18-5
0.2,EC-2E<EC-2E-8>,2016-09-25-15-0
0.3,EC-2E<EC-2E-8>,2016-09-25-15-1
0.3,EC-2E<EC-2E-8>,2016-09-25-15-2
0.5,EC-2E<EC-2E-8>,2016-09-25-15-3
0.6,EC-2E<EC-2E-8>,2016-09-25-15-4
0.5,EC-2E<EC-2E-8>,2016-09-25-15-5
0.2,EC-2E<EC-2E-8>,2016-09-25-16-0
0.2,EC-2E<EC-2E-8>,2016-09-25-16-1
0.5,EC-2E<EC-2E-8>,2016-09-25-16-2
0.4,EC-2E<EC-2E-8>,2016-09-25-16-3
0.4,EC-2E<EC-2E-8>,2016-09-25-16-4
0.2,EC-2E<EC-2E-8>,2016-09-25-16-5
0.1,EC-2E<EC-2E-8>,2016-09-25-17-0
0.2,EC-2E<EC-2E-8>,2016-09-25-17-1
0.2,EC-2E<EC-2E-8>,2016-09-25-17-2
0.3,EC-2E<EC-2E-8>,2016-09-25-17-3
0.3,EC-2E<EC-2E-8>,2016-09-25-17-4
0.2,EC-2E<EC-2E-8>,2016-09-25-17-5
0.5,EC-2E<EC-2E-8>,2016-09-25-18-0
0.3,EC-2E<EC-2E-8>,2016-09-25-18-1
0.3,EC-2E<EC-2E-8>,2016-09-25-18-2
0.4,EC-2E<EC-2E-8>,2016-09-25-18-3
0.6,EC-2E<EC-2E-8>,2016-09-25-18-4
0.5,EC-2E<EC-2E-8>,2016-09-25-18-5
0.4,EC-2E<EC-2E-9>,2016-09-25-15-0
0.8,EC-2E<EC-2E-9>,2016-09-25-15-1
1.2,EC-2E<EC-2E-9>,2016-09-25-15-2
1.0,EC-2E<EC-2E-9>,2016-09-25-15-3
1.0,EC-2E<EC-2E-9>,2016-09-25-15-4
1.1,EC-2E<EC-2E-9>,2016-09-25-15-5
1.0,EC-2E<EC-2E-9>,2016-09-25-16-0
0.6,EC-2E<EC-2E-9>,2016-09-25-16-1
0.7,EC-2E<EC-2E-9>,2016-09-25-16-2
0.8,EC-2E<EC-2E-9>,2016-09-25-16-3
0.7,EC-2E<EC-2E-9>,2016-09-25-16-4
0.6,EC-2E<EC-2E-9>,2016-09-25-16-5
0.6,EC-2E<EC-2E-9>,2016-09-25-17-0
0.6,EC-2E<EC-2E-9>,2016-09-25-17-1
0.3,EC-2E<EC-2E-9>,2016-09-25-17-2
0.3,EC-2E<EC-2E-9>,2016-09-25-17-3
0.2,EC-2E<EC-2E-9>,2016-09-25-17-4
0.2,EC-2E<EC-2E-9>,2016-09-25-17-5
0.2,EC-2E<EC-2E-9>,2016-09-25-18-0
0.1,EC-2E<EC-2E-9>,2016-09-25-18-1
0.3,EC-2E<EC-2E-9>,2016-09-25-18-2
0.4,EC-2E<EC-2E-9>,2016-09-25-18-3
0.4,EC-2E<EC-2E-9>,2016-09-25-18-4
0.2,EC-2E<EC-2E-9>,2016-09-25-18-5
10.6,EC-3A<EC-3-01>,2016-09-25-15-0
10.8,EC-3A<EC-3-01>,2016-09-25-15-1
10.7,EC-3A<EC-3-01>,2016-09-25-15-2
10.9,EC-3A<EC-3-01>,2016-09-25-15-3
12.0,EC-3A<EC-3-01>,2016-09-25-15-4
11.6,EC-3A<EC-3-01>,2016-09-25-15-5
11.3,EC-3A<EC-3-01>,2016-09-25-16-0
11.6,EC-3A<EC-3-01>,2016-09-25-16-1
11.5,EC-3A<EC-3-01>,2016-09-25-16-2
11.4,EC-3A<EC-3-01>,2016-09-25-16-3
10.7,EC-3A<EC-3-01>,2016-09-25-16-4
9.9,EC-3A<EC-3-01>,2016-09-25-16-5
10.6,EC-3A<EC-3-01>,2016-09-25-17-0
11.4,EC-3A<EC-3-01>,2016-09-25-17-1
11.8,EC-3A<EC-3-01>,2016-09-25-17-2
11.9,EC-3A<EC-3-01>,2016-09-25-17-3
11.4,EC-3A<EC-3-01>,2016-09-25-17-4
11.5,EC-3A<EC-3-01>,2016-09-25-17-5
11.1,EC-3A<EC-3-01>,2016-09-25-18-0
10.8,EC-3A<EC-3-01>,2016-09-25-18-1
10.6,EC-3A<EC-3-01>,2016-09-25-18-2
11.5,EC-3A<EC-3-01>,2016-09-25-18-3
12.2,EC-3A<EC-3-01>,2016-09-25-18-4
12.9,EC-3A<EC-3-01>,2016-09-25-18-5
6.0,EC-3B<EC-3-02>,2016-09-25-15-0
5.5,EC-3B<EC-3-02>,2016-09-25-15-1
5.1,EC-3B<EC-3-02>,2016-09-25-15-2
4.0,EC-3B<EC-3-02>,2016-09-25-15-3
4.4,EC-3B<EC-3-02>,2016-09-25-15-4
5.1,EC-3B<EC-3-02>,2016-09-25-15-5
6.5,EC-3B<EC-3-02>,2016-09-25-16-0
6.7,EC-3B<EC-3-02>,2016-09-25-16-1
5.8,EC-3B<EC-3-02>,2016-09-25-16-2
4.7,EC-3B<EC-3-02>,2016-09-25-16-3
4.2,EC-3B<EC-3-02>,2016-09-25-16-4
5.2,EC-3B<EC-3-02>,2016-09-25-16-5
5.5,EC-3B<EC-3-02>,2016-09-25-17-0
5.0,EC-3B<EC-3-02>,2016-09-25-17-1
5.7,EC-3B<EC-3-02>,2016-09-25-17-2
6.3,EC-3B<EC-3-02>,2016-09-25-17-3
5.8,EC-3B<EC-3-02>,2016-09-25-17-4
5.2,EC-3B<EC-3-02>,2016-09-25-17-5
5.5,EC-3B<EC-3-02>,2016-09-25-18-0
4.4,EC-3B<EC-3-02>,2016-09-25-18-1
4.3,EC-3B<EC-3-02>,2016-09-25-18-2
4.2,EC-3B<EC-3-02>,2016-09-25-18-3
4.3,EC-3B<EC-3-02>,2016-09-25-18-4
4.5,EC-3B<EC-3-02>,2016-09-25-18-5
2.1,EC-3B<EC-3-03>,2016-09-25-15-0
2.0,EC-3B<EC-3-03>,2016-09-25-15-1
2.0,EC-3B<EC-3-03>,2016-09-25-15-2
1.8,EC-3B<EC-3-03>,2016-09-25-15-3
1.6,EC-3B<EC-3-03>,2016-09-25-15-4
2.2,EC-3B<EC-3-03>,2016-09-25-15-5
2.8,EC-3B<EC-3-03>,2016-09-25-16-0
2.2,EC-3B<EC-3-03>,2016-09-25-16-1
1.7,EC-3B<EC-3-03>,2016-09-25-16-2
1.8,EC-3B<EC-3-03>,2016-09-25-16-3
1.8,EC-3B<EC-3-03>,2016-09-25-16-4
1.9,EC-3B<EC-3-03>,2016-09-25-16-5
2.0,EC-3B<EC-3-03>,2016-09-25-17-0
1.9,EC-3B<EC-3-03>,2016-09-25-17-1
2.5,EC-3B<EC-3-03>,2016-09-25-17-2
2.0,EC-3B<EC-3-03>,2016-09-25-17-3
2.8,EC-3B<EC-3-03>,2016-09-25-17-4
2.5,EC-3B<EC-3-03>,2016-09-25-17-5
2.1,EC-3B<EC-3-03>,2016-09-25-18-0
1.6,EC-3B<EC-3-03>,2016-09-25-18-1
1.6,EC-3B<EC-3-03>,2016-09-25-18-2
1.8,EC-3B<EC-3-03>,2016-09-25-18-3
1.7,EC-3B<EC-3-03>,2016-09-25-18-4
1.6,EC-3B<EC-3-03>,2016-09-25-18-5
1.2,EC-3B<EC-3-04>,2016-09-25-15-0
1.5,EC-3B<EC-3-04>,2016-09-25-15-1
1.6,EC-3B<EC-3-04>,2016-09-25-15-2
1.4,EC-3B<EC-3-04>,2016-09-25-15-3
1.3,EC-3B<EC-3-04>,2016-09-25-15-4
1.3,EC-3B<EC-3-04>,2016-09-25-15-5
1.6,EC-3B<EC-3-04>,2016-09-25-16-0
1.0,EC-3B<EC-3-04>,2016-09-25-16-1
0.9,EC-3B<EC-3-04>,2016-09-25-16-2
1.0,EC-3B<EC-3-04>,2016-09-25-16-3
0.9,EC-3B<EC-3-04>,2016-09-25-16-4
1.5,EC-3B<EC-3-04>,2016-09-25-16-5
1.3,EC-3B<EC-3-04>,2016-09-25-17-0
1.0,EC-3B<EC-3-04>,2016-09-25-17-1
1.0,EC-3B<EC-3-04>,2016-09-25-17-2
1.2,EC-3B<EC-3-04>,2016-09-25-17-3
0.8,EC-3B<EC-3-04>,2016-09-25-17-4
1.2,EC-3B<EC-3-04>,2016-09-25-17-5
1.0,EC-3B<EC-3-04>,2016-09-25-18-0
0.9,EC-3B<EC-3-04>,2016-09-25-18-1
1.1,EC-3B<EC-3-04>,2016-09-25-18-2
1.1,EC-3B<EC-3-04>,2016-09-25-18-3
1.1,EC-3B<EC-3-04>,2016-09-25-18-4
1.0,EC-3B<EC-3-04>,2016-09-25-18-5
5.6,EC-3B<EC-3-05>,2016-09-25-15-0
5.8,EC-3B<EC-3-05>,2016-09-25-15-1
5.3,EC-3B<EC-3-05>,2016-09-25-15-2
5.2,EC-3B<EC-3-05>,2016-09-25-15-3
4.8,EC-3B<EC-3-05>,2016-09-25-15-4
5.3,EC-3B<EC-3-05>,2016-09-25-15-5
4.7,EC-3B<EC-3-05>,2016-09-25-16-0
5.0,EC-3B<EC-3-05>,2016-09-25-16-1
4.5,EC-3B<EC-3-05>,2016-09-25-16-2
4.6,EC-3B<EC-3-05>,2016-09-25-16-3
4.1,EC-3B<EC-3-05>,2016-09-25-16-4
4.4,EC-3B<EC-3-05>,2016-09-25-16-5
5.8,EC-3B<EC-3-05>,2016-09-25-17-0
6.1,EC-3B<EC-3-05>,2016-09-25-17-1
5.3,EC-3B<EC-3-05>,2016-09-25-17-2
5.3,EC-3B<EC-3-05>,2016-09-25-17-3
6.1,EC-3B<EC-3-05>,2016-09-25-17-4
5.3,EC-3B<EC-3-05>,2016-09-25-17-5
4.9,EC-3B<EC-3-05>,2016-09-25-18-0
3.8,EC-3B<EC-3-05>,2016-09-25-18-1
3.7,EC-3B<EC-3-05>,2016-09-25-18-2
3.8,EC-3B<EC-3-05>,2016-09-25-18-3
4.0,EC-3B<EC-3-05>,2016-09-25-18-4
3.9,EC-3B<EC-3-05>,2016-09-25-18-5
4.2,EC-3B<EC-3-06>,2016-09-25-15-0
4.2,EC-3B<EC-3-06>,2016-09-25-15-1
4.1,EC-3B<EC-3-06>,2016-09-25-15-2
3.4,EC-3B<EC-3-06>,2016-09-25-15-3
3.0,EC-3B<EC-3-06>,2016-09-25-15-4
3.2,EC-3B<EC-3-06>,2016-09-25-15-5
3.5,EC-3B<EC-3-06>,2016-09-25-16-0
3.1,EC-3B<EC-3-06>,2016-09-25-16-1
3.6,EC-3B<EC-3-06>,2016-09-25-16-2
3.4,EC-3B<EC-3-06>,2016-09-25-16-3
3.5,EC-3B<EC-3-06>,2016-09-25-16-4
3.8,EC-3B<EC-3-06>,2016-09-25-16-5
5.7,EC-3B<EC-3-06>,2016-09-25-17-0
5.3,EC-3B<EC-3-06>,2016-09-25-17-1
4.3,EC-3B<EC-3-06>,2016-09-25-17-2
4.9,EC-3B<EC-3-06>,2016-09-25-17-3
4.8,EC-3B<EC-3-06>,2016-09-25-17-4
4.6,EC-3B<EC-3-06>,2016-09-25-17-5
3.8,EC-3B<EC-3-06>,2016-09-25-18-0
3.8,EC-3B<EC-3-06>,2016-09-25-18-1
3.3,EC-3B<EC-3-06>,2016-09-25-18-2
3.2,EC-3B<EC-3-06>,2016-09-25-18-3
2.7,EC-3B<EC-3-06>,2016-09-25-18-4
2.7,EC-3B<EC-3-06>,2016-09-25-18-5
7.5,EC-3B<EC-3-07>,2016-09-25-15-0
7.3,EC-3B<EC-3-07>,2016-09-25-15-1
6.6,EC-3B<EC-3-07>,2016-09-25-15-2
6.8,EC-3B<EC-3-07>,2016-09-25-15-3
7.0,EC-3B<EC-3-07>,2016-09-25-15-4
8.2,EC-3B<EC-3-07>,2016-09-25-15-5
6.0,EC-3B<EC-3-07>,2016-09-25-16-0
5.5,EC-3B<EC-3-07>,2016-09-25-16-1
5.1,EC-3B<EC-3-07>,2016-09-25-16-2
4.8,EC-3B<EC-3-07>,2016-09-25-16-3
4.7,EC-3B<EC-3-07>,2016-09-25-16-4
5.2,EC-3B<EC-3-07>,2016-09-25-16-5
4.3,EC-3B<EC-3-07>,2016-09-25-17-0
4.2,EC-3B<EC-3-07>,2016-09-25-17-1
4.7,EC-3B<EC-3-07>,2016-09-25-17-2
5.2,EC-3B<EC-3-07>,2016-09-25-17-3
4.8,EC-3B<EC-3-07>,2016-09-25-17-4
4.6,EC-3B<EC-3-07>,2016-09-25-17-5
4.9,EC-3B<EC-3-07>,2016-09-25-18-0
4.6,EC-3B<EC-3-07>,2016-09-25-18-1
5.8,EC-3B<EC-3-07>,2016-09-25-18-2
5.8,EC-3B<EC-3-07>,2016-09-25-18-3
6.3,EC-3B<EC-3-07>,2016-09-25-18-4
6.9,EC-3B<EC-3-07>,2016-09-25-18-5
7.3,EC-3B<EC-3-08>,2016-09-25-15-0
7.3,EC-3B<EC-3-08>,2016-09-25-15-1
7.5,EC-3B<EC-3-08>,2016-09-25-15-2
6.7,EC-3B<EC-3-08>,2016-09-25-15-3
8.0,EC-3B<EC-3-08>,2016-09-25-15-4
8.1,EC-3B<EC-3-08>,2016-09-25-15-5
6.1,EC-3B<EC-3-08>,2016-09-25-16-0
5.6,EC-3B<EC-3-08>,2016-09-25-16-1
5.5,EC-3B<EC-3-08>,2016-09-25-16-2
5.5,EC-3B<EC-3-08>,2016-09-25-16-3
5.9,EC-3B<EC-3-08>,2016-09-25-16-4
6.0,EC-3B<EC-3-08>,2016-09-25-16-5
5.0,EC-3B<EC-3-08>,2016-09-25-17-0
4.3,EC-3B<EC-3-08>,2016-09-25-17-1
5.0,EC-3B<EC-3-08>,2016-09-25-17-2
4.9,EC-3B<EC-3-08>,2016-09-25-17-3
4.7,EC-3B<EC-3-08>,2016-09-25-17-4
5.3,EC-3B<EC-3-08>,2016-09-25-17-5
5.7,EC-3B<EC-3-08>,2016-09-25-18-0
5.6,EC-3B<EC-3-08>,2016-09-25-18-1
6.5,EC-3B<EC-3-08>,2016-09-25-18-2
6.2,EC-3B<EC-3-08>,2016-09-25-18-3
6.3,EC-3B<EC-3-08>,2016-09-25-18-4
7.3,EC-3B<EC-3-08>,2016-09-25-18-5
1.9,EC-3B<EC-3B-08>,2016-09-25-15-0
1.6,EC-3B<EC-3B-08>,2016-09-25-15-1
1.4,EC-3B<EC-3B-08>,2016-09-25-15-2
1.3,EC-3B<EC-3B-08>,2016-09-25-15-3
1.2,EC-3B<EC-3B-08>,2016-09-25-15-4
0.9,EC-3B<EC-3B-08>,2016-09-25-15-5
1.1,EC-3B<EC-3B-08>,2016-09-25-16-0
1.1,EC-3B<EC-3B-08>,2016-09-25-16-1
1.3,EC-3B<EC-3B-08>,2016-09-25-16-2
1.2,EC-3B<EC-3B-08>,2016-09-25-16-3
0.9,EC-3B<EC-3B-08>,2016-09-25-16-4
0.9,EC-3B<EC-3B-08>,2016-09-25-16-5
0.7,EC-3B<EC-3B-08>,2016-09-25-17-0
0.7,EC-3B<EC-3B-08>,2016-09-25-17-1
0.8,EC-3B<EC-3B-08>,2016-09-25-17-2
0.7,EC-3B<EC-3B-08>,2016-09-25-17-3
0.8,EC-3B<EC-3B-08>,2016-09-25-17-4
1.2,EC-3B<EC-3B-08>,2016-09-25-17-5
1.1,EC-3B<EC-3B-08>,2016-09-25-18-0
0.7,EC-3B<EC-3B-08>,2016-09-25-18-1
0.8,EC-3B<EC-3B-08>,2016-09-25-18-2
0.6,EC-3B<EC-3B-08>,2016-09-25-18-3
0.8,EC-3B<EC-3B-08>,2016-09-25-18-4
0.5,EC-3B<EC-3B-08>,2016-09-25-18-5
0.3,EC-3B<Ec-3B-10>,2016-09-25-15-0
0.3,EC-3B<Ec-3B-10>,2016-09-25-15-1
0.3,EC-3B<Ec-3B-10>,2016-09-25-15-2
0.2,EC-3B<Ec-3B-10>,2016-09-25-15-3
0.2,EC-3B<Ec-3B-10>,2016-09-25-15-4
0.4,EC-3B<Ec-3B-10>,2016-09-25-15-5
0.5,EC-3B<Ec-3B-10>,2016-09-25-16-0
0.6,EC-3B<Ec-3B-10>,2016-09-25-16-1
0.6,EC-3B<Ec-3B-10>,2016-09-25-16-2
0.5,EC-3B<Ec-3B-10>,2016-09-25-16-3
0.5,EC-3B<Ec-3B-10>,2016-09-25-16-4
0.5,EC-3B<Ec-3B-10>,2016-09-25-16-5
0.4,EC-3B<Ec-3B-10>,2016-09-25-17-0
0.3,EC-3B<Ec-3B-10>,2016-09-25-17-1
0.3,EC-3B<Ec-3B-10>,2016-09-25-17-2
0.3,EC-3B<Ec-3B-10>,2016-09-25-17-3
0.3,EC-3B<Ec-3B-10>,2016-09-25-17-4
0.3,EC-3B<Ec-3B-10>,2016-09-25-17-5
0.2,EC-3B<Ec-3B-10>,2016-09-25-18-0
0.1,EC-3B<Ec-3B-10>,2016-09-25-18-1
0.1,EC-3B<Ec-3B-10>,2016-09-25-18-2
0.1,EC-3B<Ec-3B-10>,2016-09-25-18-3
0.1,EC-3B<Ec-3B-10>,2016-09-25-18-4
0.2,EC-3B<Ec-3B-10>,2016-09-25-18-5
0.1,EC-3B<Ec-3B-11>,2016-09-25-15-0
0.2,EC-3B<Ec-3B-11>,2016-09-25-15-1
0.2,EC-3B<Ec-3B-11>,2016-09-25-15-2
0.3,EC-3B<Ec-3B-11>,2016-09-25-15-3
0.2,EC-3B<Ec-3B-11>,2016-09-25-15-4
0.1,EC-3B<Ec-3B-11>,2016-09-25-15-5
0.2,EC-3B<Ec-3B-11>,2016-09-25-16-0
0.2,EC-3B<Ec-3B-11>,2016-09-25-16-1
0.2,EC-3B<Ec-3B-11>,2016-09-25-16-2
0.4,EC-3B<Ec-3B-11>,2016-09-25-16-3
0.2,EC-3B<Ec-3B-11>,2016-09-25-16-4
0.3,EC-3B<Ec-3B-11>,2016-09-25-16-5
0.3,EC-3B<Ec-3B-11>,2016-09-25-17-0
0.2,EC-3B<Ec-3B-11>,2016-09-25-17-1
0.1,EC-3B<Ec-3B-11>,2016-09-25-17-2
0.1,EC-3B<Ec-3B-11>,2016-09-25-17-3
0.1,EC-3B<Ec-3B-11>,2016-09-25-17-4
0.1,EC-3B<Ec-3B-11>,2016-09-25-17-5
0.0,EC-3B<Ec-3B-11>,2016-09-25-18-0
0.0,EC-3B<Ec-3B-11>,2016-09-25-18-1
0.1,EC-3B<Ec-3B-11>,2016-09-25-18-2
0.0,EC-3B<Ec-3B-11>,2016-09-25-18-3
0.1,EC-3B<Ec-3B-11>,2016-09-25-18-4
0.1,EC-3B<Ec-3B-11>,2016-09-25-18-5
1.0,EC-3B<Ec-3B-12>,2016-09-25-15-0
1.0,EC-3B<Ec-3B-12>,2016-09-25-15-1
1.0,EC-3B<Ec-3B-12>,2016-09-25-15-2
1.4,EC-3B<Ec-3B-12>,2016-09-25-15-3
1.2,EC-3B<Ec-3B-12>,2016-09-25-15-4
1.4,EC-3B<Ec-3B-12>,2016-09-25-15-5
1.9,EC-3B<Ec-3B-12>,2016-09-25-16-0
1.8,EC-3B<Ec-3B-12>,2016-09-25-16-1
1.7,EC-3B<Ec-3B-12>,2016-09-25-16-2
1.6,EC-3B<Ec-3B-12>,2016-09-25-16-3
1.5,EC-3B<Ec-3B-12>,2016-09-25-16-4
1.3,EC-3B<Ec-3B-12>,2016-09-25-16-5
1.0,EC-3B<Ec-3B-12>,2016-09-25-17-0
1.0,EC-3B<Ec-3B-12>,2016-09-25-17-1
0.9,EC-3B<Ec-3B-12>,2016-09-25-17-2
0.9,EC-3B<Ec-3B-12>,2016-09-25-17-3
0.7,EC-3B<Ec-3B-12>,2016-09-25-17-4
0.5,EC-3B<Ec-3B-12>,2016-09-25-17-5
0.4,EC-3B<Ec-3B-12>,2016-09-25-18-0
0.5,EC-3B<Ec-3B-12>,2016-09-25-18-1
0.5,EC-3B<Ec-3B-12>,2016-09-25-18-2
0.6,EC-3B<Ec-3B-12>,2016-09-25-18-3
0.8,EC-3B<Ec-3B-12>,2016-09-25-18-4
0.7,EC-3B<Ec-3B-12>,2016-09-25-18-5
1.3,EC-3B<Ec-3B-9>,2016-09-25-15-0
1.5,EC-3B<Ec-3B-9>,2016-09-25-15-1
0.9,EC-3B<Ec-3B-9>,2016-09-25-15-2
0.8,EC-3B<Ec-3B-9>,2016-09-25-15-3
0.5,EC-3B<Ec-3B-9>,2016-09-25-15-4
0.6,EC-3B<Ec-3B-9>,2016-09-25-15-5
0.7,EC-3B<Ec-3B-9>,2016-09-25-16-0
0.7,EC-3B<Ec-3B-9>,2016-09-25-16-1
0.8,EC-3B<Ec-3B-9>,2016-09-25-16-2
0.8,EC-3B<Ec-3B-9>,2016-09-25-16-3
0.8,EC-3B<Ec-3B-9>,2016-09-25-16-4
1.0,EC-3B<Ec-3B-9>,2016-09-25-16-5
1.0,EC-3B<Ec-3B-9>,2016-09-25-17-0
1.1,EC-3B<Ec-3B-9>,2016-09-25-17-1
1.0,EC-3B<Ec-3B-9>,2016-09-25-17-2
1.2,EC-3B<Ec-3B-9>,2016-09-25-17-3
1.1,EC-3B<Ec-3B-9>,2016-09-25-17-4
0.9,EC-3B<Ec-3B-9>,2016-09-25-17-5
0.8,EC-3B<Ec-3B-9>,2016-09-25-18-0
0.5,EC-3B<Ec-3B-9>,2016-09-25-18-1
0.5,EC-3B<Ec-3B-9>,2016-09-25-18-2
0.7,EC-3B<Ec-3B-9>,2016-09-25-18-3
0.9,EC-3B<Ec-3B-9>,2016-09-25-18-4
1.1,EC-3B<Ec-3B-9>,2016-09-25-18-5
11.4,EC-3C-10<EC-3-13>,2016-09-25-15-0
11.5,EC-3C-10<EC-3-13>,2016-09-25-15-1
11.0,EC-3C-10<EC-3-13>,2016-09-25-15-2
11.7,EC-3C-10<EC-3-13>,2016-09-25-15-3
11.3,EC-3C-10<EC-3-13>,2016-09-25-15-4
10.7,EC-3C-10<EC-3-13>,2016-09-25-15-5
11.4,EC-3C-10<EC-3-13>,2016-09-25-16-0
11.8,EC-3C-10<EC-3-13>,2016-09-25-16-1
13.2,EC-3C-10<EC-3-13>,2016-09-25-16-2
12.7,EC-3C-10<EC-3-13>,2016-09-25-16-3
12.4,EC-3C-10<EC-3-13>,2016-09-25-16-4
13.1,EC-3C-10<EC-3-13>,2016-09-25-16-5
12.8,EC-3C-10<EC-3-13>,2016-09-25-17-0
11.7,EC-3C-10<EC-3-13>,2016-09-25-17-1
11.6,EC-3C-10<EC-3-13>,2016-09-25-17-2
10.9,EC-3C-10<EC-3-13>,2016-09-25-17-3
11.6,EC-3C-10<EC-3-13>,2016-09-25-17-4
13.5,EC-3C-10<EC-3-13>,2016-09-25-17-5
13.3,EC-3C-10<EC-3-13>,2016-09-25-18-0
12.3,EC-3C-10<EC-3-13>,2016-09-25-18-1
13.6,EC-3C-10<EC-3-13>,2016-09-25-18-2
13.9,EC-3C-10<EC-3-13>,2016-09-25-18-3
12.0,EC-3C-10<EC-3-13>,2016-09-25-18-4
12.9,EC-3C-10<EC-3-13>,2016-09-25-18-5
18.5,EC-3C-1<EC-1-16>,2016-09-25-15-0
18.9,EC-3C-1<EC-1-16>,2016-09-25-15-1
20.1,EC-3C-1<EC-1-16>,2016-09-25-15-2
22.6,EC-3C-1<EC-1-16>,2016-09-25-15-3
22.4,EC-3C-1<EC-1-16>,2016-09-25-15-4
23.0,EC-3C-1<EC-1-16>,2016-09-25-15-5
22.8,EC-3C-1<EC-1-16>,2016-09-25-16-0
23.4,EC-3C-1<EC-1-16>,2016-09-25-16-1
24.0,EC-3C-1<EC-1-16>,2016-09-25-16-2
24.1,EC-3C-1<EC-1-16>,2016-09-25-16-3
24.4,EC-3C-1<EC-1-16>,2016-09-25-16-4
23.0,EC-3C-1<EC-1-16>,2016-09-25-16-5
23.2,EC-3C-1<EC-1-16>,2016-09-25-17-0
